EmployeeID,Age,Attrition,BusinessTravel,Department,DistanceFromHome,Education,EducationField,Gender,JobRole,MaritalStatus,MonthlyIncome,NumCompaniesWorked,OverTime,TotalWorkingYears,YearsAtCompany,JobSatisfaction,WorkLifeBalance,JobInvolvement,TenureCategory,SalaryCategory
835,34,0,Rarely,Sales,9,1,"Life Sciences",F,"Sales Executive",M,5714,1,0,6,6,3,2,3,Medium-Term,Medium
836,35,0,Rarely,"Human Resources",8,4,"Technical Degree",M,"Human Resources",S,4323,1,0,6,5,3,1,3,Medium-Term,Medium
837,29,1,Rarely,Sales,23,1,"Life Sciences",F,"Sales Executive",M,7336,1,0,11,11,1,1,2,Long-Term,Medium
838,40,0,Frequently,"Research & Development",9,4,Medical,F,"Research Director",S,13499,9,0,20,18,3,2,3,Long-Term,High
839,42,1,Frequently,Sales,12,3,"Life Sciences",M,"Sales Executive",S,13758,0,1,22,21,1,2,3,Long-Term,High
840,42,0,Rarely,Sales,4,4,Marketing,M,"Sales Executive",S,5155,7,0,9,6,1,4,3,Medium-Term,Medium
841,35,0,Rarely,"Research & Development",1,4,Medical,M,"Laboratory Technician",M,2258,6,0,10,8,3,3,2,Long-Term,Low
842,24,0,Rarely,"Research & Development",24,3,Medical,M,"Laboratory Technician",S,3597,8,0,6,4,2,3,3,Medium-Term,Medium
843,28,1,Rarely,"Research & Development",12,1,"Life Sciences",F,"Laboratory Technician",M,2515,1,1,1,1,4,2,3,Short-Term,Low
844,26,0,Rarely,"Research & Development",3,4,Medical,M,"Laboratory Technician",M,4420,1,0,8,8,4,3,4,Long-Term,Medium
845,30,0,Rarely,Sales,10,3,Marketing,M,"Sales Executive",M,6578,1,0,10,10,3,3,2,Long-Term,Medium
846,40,0,Frequently,"Research & Development",26,2,Medical,F,"Research Scientist",M,4422,3,1,16,1,4,1,2,Short-Term,Medium
847,35,0,Rarely,"Research & Development",2,3,"Life Sciences",M,"Manufacturing Director",D,10274,2,0,15,7,2,4,2,Medium-Term,High
848,34,0,Frequently,"Research & Development",1,3,Medical,M,"Healthcare Representative",S,5343,0,0,14,13,1,3,2,Long-Term,Medium
849,35,0,Frequently,"Research & Development",4,4,Other,M,"Laboratory Technician",M,2376,1,0,2,2,4,4,2,Short-Term,Low
850,43,1,Rarely,Sales,9,3,Marketing,F,"Sales Executive",S,5346,8,0,7,4,3,2,1,Medium-Term,Medium
851,32,0,"No Travel",Sales,2,1,"Life Sciences",F,"Sales Representative",D,2827,1,0,1,1,1,3,3,Short-Term,Low
852,56,0,Rarely,"Research & Development",4,4,"Technical Degree",F,Manager,D,19509,4,0,28,5,1,3,3,Medium-Term,High
853,29,0,Rarely,"Research & Development",6,1,Medical,F,"Laboratory Technician",M,3131,1,0,10,10,4,3,3,Long-Term,Medium
854,19,0,Rarely,"Research & Development",9,2,"Life Sciences",M,"Research Scientist",S,2552,1,0,1,1,1,3,3,Short-Term,Low
855,45,0,Rarely,"Research & Development",7,3,Medical,F,"Research Scientist",M,4477,4,1,7,3,3,2,3,Medium-Term,Medium
856,37,0,Rarely,"Research & Development",1,3,"Life Sciences",F,"Manufacturing Director",M,6474,1,0,14,14,4,2,2,Long-Term,Medium
857,20,0,Rarely,"Research & Development",3,3,"Life Sciences",M,"Laboratory Technician",S,3033,1,0,2,2,3,2,2,Short-Term,Medium
858,44,1,Rarely,"Research & Development",10,4,"Life Sciences",M,"Research Scientist",S,2936,1,1,6,6,3,3,3,Medium-Term,Low
859,53,0,Rarely,"Research & Development",7,2,Medical,F,Manager,D,18606,3,0,26,7,3,3,3,Medium-Term,High
860,29,0,Rarely,"Research & Development",15,1,"Life Sciences",F,"Research Scientist",M,2168,0,1,6,5,4,2,1,Medium-Term,Low
861,22,1,Frequently,"Research & Development",3,4,"Life Sciences",M,"Research Scientist",M,2853,0,1,1,0,4,3,2,Short-Term,Low
862,46,0,Rarely,Sales,2,3,Marketing,F,Manager,M,17048,8,0,28,26,1,3,3,Long-Term,High
863,44,0,"No Travel","Research & Development",17,3,"Life Sciences",M,"Research Scientist",S,2290,2,0,6,0,3,3,1,Short-Term,Low
864,33,0,Rarely,"Human Resources",2,3,"Human Resources",M,"Human Resources",M,3600,1,0,5,5,3,3,3,Medium-Term,Medium
865,41,1,"No Travel","Research & Development",5,2,"Life Sciences",M,"Research Scientist",D,2107,6,0,5,1,1,1,2,Short-Term,Low
866,30,0,Rarely,Sales,29,4,"Life Sciences",M,"Sales Executive",D,4115,8,0,8,4,1,3,3,Medium-Term,Medium
867,40,0,Frequently,Sales,2,4,Medical,M,"Sales Executive",M,4327,5,0,5,0,2,3,3,Short-Term,Medium
868,50,0,Frequently,"Research & Development",2,3,Medical,F,Manager,M,17856,2,0,32,2,1,3,3,Short-Term,High
869,28,0,Rarely,"Research & Development",19,4,Medical,M,"Laboratory Technician",M,3196,1,0,6,6,1,3,2,Medium-Term,Medium
870,46,0,Rarely,"Research & Development",15,2,"Life Sciences",M,"Research Director",M,19081,5,0,25,4,2,3,3,Medium-Term,High
871,35,0,Rarely,Sales,17,4,"Life Sciences",M,"Sales Executive",M,8966,3,1,15,7,1,3,3,Medium-Term,High
872,24,1,Rarely,"Research & Development",17,2,"Life Sciences",F,"Laboratory Technician",M,2210,1,0,1,1,2,1,3,Short-Term,Low
873,33,0,Frequently,Sales,25,3,Medical,F,"Sales Executive",M,4539,1,0,10,10,3,2,3,Long-Term,Medium
874,36,0,Rarely,"Research & Development",6,4,"Life Sciences",M,"Laboratory Technician",D,2741,1,0,7,7,3,3,1,Medium-Term,Low
875,30,0,Rarely,"Research & Development",7,4,"Life Sciences",M,"Laboratory Technician",D,3491,1,0,10,10,3,2,3,Long-Term,Medium
876,44,0,Rarely,"Research & Development",29,4,Other,M,"Research Scientist",S,4541,1,0,20,20,4,3,3,Long-Term,Medium
877,20,0,Rarely,Sales,21,3,Marketing,M,"Sales Representative",S,2678,1,0,2,2,4,3,4,Short-Term,Low
878,46,0,Rarely,"Research & Development",2,4,"Technical Degree",M,"Manufacturing Director",D,7379,2,0,12,6,4,2,3,Medium-Term,Medium
879,42,0,"No Travel","Human Resources",2,5,Medical,M,"Human Resources",M,6272,7,0,10,4,1,4,4,Medium-Term,Medium
880,60,0,Rarely,Sales,7,4,Marketing,M,"Sales Executive",D,5220,0,1,12,11,4,3,4,Long-Term,Medium
881,32,0,Frequently,"Research & Development",13,3,Other,F,"Laboratory Technician",M,2743,1,0,2,2,2,3,2,Short-Term,Low
882,32,0,Frequently,"Research & Development",2,2,"Life Sciences",F,"Research Scientist",S,4998,4,1,10,8,3,3,3,Long-Term,Medium
883,36,0,Rarely,"Research & Development",1,3,"Technical Degree",F,"Manufacturing Director",D,10252,2,1,17,7,1,3,1,Medium-Term,High
884,33,0,Rarely,"Research & Development",9,3,Medical,M,"Research Scientist",M,2781,0,0,15,14,4,3,3,Long-Term,Low
885,40,0,Rarely,Sales,10,3,"Technical Degree",F,"Sales Executive",D,6852,7,0,7,5,2,4,2,Medium-Term,Medium
886,25,0,Rarely,Sales,10,4,"Life Sciences",M,"Sales Executive",S,4950,0,0,5,4,4,3,3,Medium-Term,Medium
887,30,0,Rarely,"Research & Development",1,3,Medical,M,"Research Scientist",M,3579,0,1,12,11,2,3,3,Long-Term,Medium
888,42,0,Frequently,"Research & Development",26,5,Medical,F,"Research Director",M,13191,3,1,20,1,1,3,3,Short-Term,High
889,35,0,"No Travel",Sales,8,2,Marketing,F,"Sales Executive",M,10377,4,1,16,13,4,2,2,Long-Term,High
890,27,0,Rarely,"Research & Development",14,3,"Life Sciences",M,"Research Scientist",M,2235,1,1,9,9,1,2,3,Long-Term,Low
891,54,0,Frequently,"Research & Development",1,4,"Life Sciences",F,"Manufacturing Director",D,10502,7,0,33,5,3,1,3,Medium-Term,High
892,44,0,Rarely,"Research & Development",2,1,"Life Sciences",F,"Research Scientist",M,2011,1,0,10,10,4,3,4,Long-Term,Low
893,19,1,"No Travel","Research & Development",10,3,Medical,F,"Research Scientist",S,1859,1,1,1,1,2,4,2,Short-Term,Low
894,29,0,Rarely,"Research & Development",1,3,"Life Sciences",F,"Research Scientist",D,3760,1,0,3,3,4,3,3,Medium-Term,Medium
895,54,0,Rarely,"Research & Development",3,3,"Life Sciences",M,"Research Director",M,17779,3,0,36,10,4,3,3,Long-Term,High
896,31,0,Rarely,"Research & Development",11,2,Medical,M,"Healthcare Representative",M,6833,1,1,6,6,1,2,3,Medium-Term,Medium
897,31,0,Rarely,"Research & Development",24,3,Medical,F,"Healthcare Representative",S,6812,1,0,10,10,1,3,2,Long-Term,Medium
898,59,0,Rarely,Sales,3,3,"Life Sciences",F,"Sales Executive",S,5171,5,0,13,6,4,3,2,Medium-Term,Medium
899,43,0,Rarely,"Research & Development",3,3,"Life Sciences",M,"Research Director",M,19509,3,0,25,8,4,3,1,Long-Term,High
900,49,0,Rarely,"Research & Development",4,2,Medical,M,Manager,M,18711,2,0,23,1,3,4,2,Short-Term,High
901,36,0,Frequently,"Research & Development",3,3,"Technical Degree",M,"Research Scientist",M,3692,1,0,12,11,2,2,3,Long-Term,Medium
902,48,0,Rarely,"Research & Development",2,2,"Technical Degree",M,"Laboratory Technician",S,2559,5,0,7,1,2,2,4,Short-Term,Low
903,27,0,Rarely,"Research & Development",4,2,"Life Sciences",M,"Research Scientist",D,2517,1,0,5,5,3,3,3,Medium-Term,Low
904,29,0,Rarely,"Research & Development",7,3,"Life Sciences",M,"Healthcare Representative",D,6623,1,1,6,6,4,3,3,Medium-Term,Medium
905,48,0,Rarely,"Research & Development",1,3,"Life Sciences",M,"Research Director",S,18265,6,0,25,1,4,4,2,Short-Term,High
906,29,0,Rarely,"Research & Development",1,3,"Life Sciences",F,"Research Director",D,16124,3,0,9,7,4,2,2,Medium-Term,High
907,34,0,Rarely,"Research & Development",20,3,"Technical Degree",F,"Research Scientist",M,2585,0,0,2,1,3,2,4,Short-Term,Low
908,44,0,Rarely,Sales,5,3,Marketing,M,Manager,M,18213,7,0,26,22,2,3,3,Long-Term,High
909,33,0,Rarely,Sales,10,5,Marketing,M,"Sales Executive",D,8380,0,1,10,9,3,3,4,Long-Term,High
910,19,0,Rarely,"Research & Development",25,3,"Life Sciences",F,"Research Scientist",S,2994,1,1,1,1,4,3,4,Short-Term,Low
911,23,0,Rarely,"Research & Development",1,2,"Life Sciences",M,"Research Scientist",M,1223,1,0,1,1,3,3,3,Short-Term,Low
912,25,1,Frequently,Sales,24,1,"Life Sciences",M,"Sales Representative",S,1118,1,1,1,1,4,3,1,Short-Term,Low
913,26,0,Rarely,"Research & Development",4,2,"Life Sciences",M,"Research Scientist",S,2875,1,1,8,8,4,2,3,Long-Term,Low
914,45,1,Rarely,Sales,2,3,Marketing,F,Manager,S,18824,2,1,26,24,2,3,1,Long-Term,High
915,55,0,"No Travel","Research & Development",8,1,Medical,M,"Healthcare Representative",D,13577,1,1,34,33,2,3,2,Long-Term,High
916,21,1,Frequently,"Research & Development",10,2,"Life Sciences",F,"Laboratory Technician",S,2625,1,0,2,2,3,1,2,Short-Term,Low
917,46,0,Rarely,Sales,4,2,Marketing,F,Manager,M,18789,2,0,26,11,2,3,2,Long-Term,High
918,34,0,Rarely,Sales,2,3,Marketing,F,"Sales Executive",S,4538,0,1,4,3,1,3,3,Medium-Term,Medium
919,51,0,Frequently,Sales,9,3,"Life Sciences",M,Manager,D,19509,4,1,31,29,2,2,3,Long-Term,High
920,59,0,Rarely,"Research & Development",18,4,Medical,M,"Manufacturing Director",S,10512,6,0,25,9,4,2,3,Long-Term,High
921,34,0,Frequently,"Research & Development",19,3,Medical,F,"Laboratory Technician",D,4444,4,0,15,11,2,4,3,Long-Term,Medium
922,28,0,Frequently,"Research & Development",1,4,Medical,M,"Laboratory Technician",S,2154,0,1,5,4,3,2,3,Medium-Term,Low
923,44,0,Rarely,"Research & Development",4,2,"Life Sciences",M,Manager,D,19190,1,0,26,25,1,2,4,Long-Term,High
924,34,0,Frequently,"Human Resources",11,3,"Life Sciences",M,"Human Resources",M,4490,4,0,14,10,2,4,2,Long-Term,Medium
925,35,0,Rarely,"Research & Development",6,1,"Life Sciences",M,"Research Scientist",M,3506,0,1,4,3,3,3,3,Medium-Term,Medium
926,42,0,Rarely,"Research & Development",7,4,Medical,F,"Research Scientist",M,2372,6,1,18,1,2,3,4,Short-Term,Low
927,43,0,Rarely,Sales,4,4,Marketing,F,"Sales Executive",S,10231,3,0,23,21,4,4,2,Long-Term,High
928,36,0,Rarely,"Research & Development",2,4,"Life Sciences",F,"Manufacturing Director",S,5410,9,1,18,16,2,3,3,Long-Term,Medium
929,44,1,Rarely,"Research & Development",15,3,Medical,F,"Healthcare Representative",M,7978,1,0,10,10,4,3,3,Long-Term,Medium
930,28,0,Frequently,"Research & Development",2,3,"Life Sciences",M,"Laboratory Technician",M,3867,1,1,2,2,4,3,2,Short-Term,Medium
931,51,0,Frequently,"Research & Development",6,2,Medical,F,"Laboratory Technician",S,2838,0,0,8,7,3,2,2,Medium-Term,Low
932,30,0,"No Travel","Research & Development",9,2,Medical,F,"Manufacturing Director",S,4695,7,1,10,8,3,3,3,Long-Term,Medium
933,29,1,Rarely,"Research & Development",7,3,"Technical Degree",F,"Laboratory Technician",D,3339,3,1,10,7,3,3,3,Medium-Term,Medium
934,28,0,Rarely,"Research & Development",1,3,"Technical Degree",M,"Research Scientist",S,2080,2,0,5,3,1,2,3,Medium-Term,Low
935,25,0,Rarely,"Research & Development",1,3,Medical,F,"Research Scientist",S,2096,1,0,2,2,2,2,3,Short-Term,Low
936,32,0,Rarely,Sales,8,3,Medical,M,"Sales Executive",M,6209,1,0,10,10,4,4,4,Long-Term,Medium
937,45,0,Frequently,"Research & Development",25,3,Medical,F,Manager,S,18061,3,0,22,0,2,3,3,Short-Term,High
938,39,0,Rarely,"Research & Development",13,4,Medical,F,Manager,D,17123,6,1,21,19,2,3,2,Long-Term,High
939,58,0,Rarely,"Research & Development",23,4,"Life Sciences",M,"Research Scientist",D,2372,1,0,2,2,3,3,3,Short-Term,Low
940,32,1,Rarely,"Research & Development",7,2,"Life Sciences",M,"Laboratory Technician",M,4883,1,0,10,10,3,3,3,Long-Term,Medium
941,39,1,Rarely,"Research & Development",23,3,Medical,M,"Research Scientist",S,3904,0,0,6,5,1,3,3,Medium-Term,Medium
942,30,0,Rarely,"Research & Development",6,3,"Technical Degree",F,"Laboratory Technician",M,4627,0,0,10,9,4,3,2,Long-Term,Medium
943,36,0,Rarely,"Research & Development",10,4,"Technical Degree",F,"Healthcare Representative",M,7094,3,0,10,7,3,3,3,Medium-Term,Medium
944,46,0,Rarely,"Human Resources",1,2,"Life Sciences",F,"Human Resources",S,3423,6,0,10,7,1,4,3,Medium-Term,Medium
945,28,0,"No Travel","Research & Development",1,3,"Life Sciences",F,"Laboratory Technician",M,6674,0,0,10,9,4,3,1,Long-Term,Medium
946,50,0,Rarely,"Research & Development",28,3,"Life Sciences",F,"Research Director",M,16880,4,1,25,3,1,3,3,Medium-Term,High
947,40,1,Rarely,Sales,25,4,Marketing,M,"Sales Executive",S,9094,2,1,9,5,2,3,2,Medium-Term,High
948,52,1,Rarely,Sales,5,3,"Life Sciences",M,"Sales Executive",S,8446,9,1,10,8,2,2,3,Long-Term,High
949,30,0,Rarely,"Research & Development",17,4,Medical,F,Manager,M,11916,1,1,9,9,1,3,3,Long-Term,High
950,39,0,Rarely,"Research & Development",18,2,"Life Sciences",M,"Manufacturing Director",S,4534,0,0,9,8,3,3,3,Long-Term,Medium
951,31,0,"No Travel",Sales,2,4,"Life Sciences",F,"Sales Executive",D,9852,1,1,10,10,3,2,3,Long-Term,High
952,41,0,"No Travel",Sales,10,2,Medical,M,"Sales Executive",S,6151,1,0,19,19,2,3,1,Long-Term,Medium
953,31,1,Frequently,Sales,1,3,"Life Sciences",F,"Sales Representative",S,2302,1,1,3,3,2,4,3,Medium-Term,Low
954,44,1,Rarely,"Research & Development",3,3,"Life Sciences",M,"Laboratory Technician",M,2362,4,0,10,3,1,4,3,Medium-Term,Low
955,42,0,"No Travel","Research & Development",2,1,"Life Sciences",M,Manager,M,17861,0,1,21,20,3,2,3,Long-Term,High
956,55,0,Rarely,"Research & Development",2,2,Medical,F,Manager,M,19187,4,0,23,19,3,3,1,Long-Term,High
957,56,0,Rarely,"Human Resources",8,4,"Life Sciences",M,Manager,S,19509,6,0,36,7,2,3,3,Medium-Term,High
958,40,0,"No Travel","Research & Development",16,2,"Life Sciences",M,"Research Scientist",D,3544,9,0,6,4,3,3,3,Medium-Term,Medium
959,34,0,Rarely,"Research & Development",9,3,"Life Sciences",M,"Healthcare Representative",D,8500,0,0,10,9,4,2,3,Long-Term,High
960,40,0,Rarely,"Research & Development",2,3,"Life Sciences",M,"Research Scientist",S,4661,1,0,9,9,4,3,3,Long-Term,Medium
961,41,0,Frequently,Sales,1,3,Marketing,F,"Sales Executive",D,4103,0,0,10,9,1,3,3,Long-Term,Medium
962,35,0,Frequently,"Research & Development",4,4,"Life Sciences",M,"Research Scientist",S,4249,1,1,9,9,3,3,3,Long-Term,Medium
963,51,0,Rarely,"Human Resources",5,3,"Life Sciences",M,Manager,D,14026,1,1,33,33,2,3,3,Long-Term,High
964,38,0,Rarely,Sales,2,2,"Life Sciences",F,"Sales Executive",D,6893,3,0,11,7,1,3,3,Medium-Term,Medium
965,34,0,Rarely,Sales,15,2,Medical,F,"Sales Executive",S,6125,1,0,10,10,1,4,3,Long-Term,Medium
966,25,0,Rarely,"Research & Development",19,1,Medical,M,"Laboratory Technician",M,3669,3,0,7,3,4,2,3,Medium-Term,Medium
967,58,1,Rarely,"Research & Development",7,4,Medical,F,"Manufacturing Director",M,10008,7,1,31,10,1,2,2,Long-Term,High
968,40,0,Rarely,"Research & Development",1,4,"Life Sciences",M,"Laboratory Technician",M,2387,3,0,7,4,2,3,3,Medium-Term,Low
969,36,0,Frequently,Sales,7,3,Marketing,F,"Sales Executive",M,4639,2,0,17,15,1,2,4,Long-Term,Medium
970,48,0,Rarely,"Research & Development",4,3,"Life Sciences",M,"Manufacturing Director",S,7898,1,0,11,10,4,3,3,Long-Term,Medium
971,27,0,Rarely,Sales,11,3,Medical,F,"Sales Representative",M,2534,8,0,5,1,4,3,4,Short-Term,Low
972,51,0,Rarely,"Research & Development",11,2,"Technical Degree",F,"Manufacturing Director",S,13142,3,0,29,5,2,2,2,Medium-Term,High
973,18,0,"No Travel","Research & Development",1,3,"Life Sciences",F,"Laboratory Technician",S,1611,1,0,0,0,4,4,3,Short-Term,Low
974,35,0,Rarely,"Research & Development",1,3,Medical,F,"Laboratory Technician",M,5363,0,0,10,9,4,3,2,Long-Term,Medium
975,27,0,Frequently,Sales,2,1,"Life Sciences",M,"Sales Executive",S,5071,3,0,8,6,4,3,1,Medium-Term,Medium
976,55,1,Rarely,Sales,13,4,Marketing,M,"Sales Executive",S,13695,6,1,24,19,3,2,4,Long-Term,High
977,56,0,Rarely,"Research & Development",23,3,"Life Sciences",M,"Manufacturing Director",M,13402,4,1,33,19,2,3,3,Long-Term,High
978,34,0,"No Travel","Research & Development",26,1,"Technical Degree",F,"Research Scientist",D,2029,1,0,5,5,3,3,2,Medium-Term,Low
979,40,0,Rarely,"Research & Development",2,1,Medical,F,"Healthcare Representative",D,6377,5,0,15,12,3,3,4,Long-Term,Medium
980,34,0,Rarely,"Research & Development",29,3,Medical,M,"Laboratory Technician",M,5429,4,0,10,8,3,3,3,Long-Term,Medium
981,31,1,Frequently,Sales,2,3,"Life Sciences",F,"Sales Representative",S,2785,7,0,3,1,4,4,2,Short-Term,Low
982,35,1,Frequently,Sales,18,4,Marketing,F,"Sales Executive",M,4614,0,1,5,4,3,2,3,Medium-Term,Medium
983,38,0,Frequently,"Research & Development",7,3,"Life Sciences",M,"Research Scientist",D,2610,1,0,4,4,3,3,4,Medium-Term,Low
984,34,0,Rarely,"Research & Development",2,4,"Technical Degree",F,"Healthcare Representative",S,6687,1,0,14,14,4,4,3,Long-Term,Medium
985,28,0,Rarely,Sales,26,3,"Life Sciences",M,"Sales Executive",M,4724,1,0,5,5,1,3,2,Medium-Term,Medium
986,31,1,Rarely,"Research & Development",22,4,Medical,M,"Manufacturing Director",M,6179,1,1,10,10,3,2,3,Long-Term,Medium
987,39,0,Rarely,Sales,21,4,"Life Sciences",M,"Sales Executive",M,6120,3,1,8,5,4,4,2,Medium-Term,Medium
988,51,0,Frequently,Sales,2,3,Marketing,M,"Sales Executive",M,10596,2,0,14,4,2,3,3,Medium-Term,High
989,41,0,Frequently,"Research & Development",22,3,"Life Sciences",F,"Research Scientist",D,5467,3,1,12,6,4,2,3,Medium-Term,Medium
990,37,0,Rarely,"Research & Development",4,1,"Life Sciences",M,"Research Scientist",M,2996,7,1,8,6,3,3,3,Medium-Term,Low
991,33,0,Frequently,Sales,5,1,"Life Sciences",M,"Sales Executive",M,9998,6,0,8,5,4,4,3,Medium-Term,High
992,32,0,Rarely,Sales,2,1,Marketing,M,"Sales Executive",M,4078,0,1,4,3,2,2,3,Medium-Term,Medium
993,39,0,"No Travel","Research & Development",25,2,"Life Sciences",M,"Healthcare Representative",M,10920,3,0,13,6,3,3,3,Medium-Term,High
994,25,0,Rarely,Sales,18,1,"Life Sciences",M,"Sales Executive",M,6232,2,0,6,3,3,2,4,Medium-Term,Medium
995,52,0,Frequently,"Research & Development",28,2,Medical,F,"Manufacturing Director",M,13247,2,1,24,5,3,2,4,Medium-Term,High
996,43,0,Rarely,"Research & Development",6,3,Medical,F,"Research Scientist",S,4081,1,1,20,20,3,1,2,Long-Term,Medium
997,27,0,Rarely,Sales,10,3,Marketing,F,"Sales Executive",M,5769,1,1,6,6,4,3,2,Medium-Term,Medium
998,27,1,Rarely,"Research & Development",17,4,"Life Sciences",F,"Research Scientist",S,2394,1,1,8,8,3,3,3,Long-Term,Low
999,26,0,Rarely,"Research & Development",2,1,Medical,M,"Research Scientist",S,3904,0,0,5,4,4,3,2,Medium-Term,Medium
1000,42,0,Rarely,"Human Resources",10,3,"Human Resources",F,Manager,M,16799,0,0,21,20,1,3,3,Long-Term,High
